,TARGET,SK_ID_CURR,POS_SK_DPD_DEF_SUM,CC_DRAWING_LIMIT_RATIO_MAX,INSTAL_PAYMENT_RATIO_MEAN,POS_REMAINING_INSTALMENTS,CC_LAST_AMT_BALANCE_MEAN,CC_PAYMENT_DIV_MIN_MIN,CC_LATE_PAYMENT_VAR,NEW_DOC_KURT,PREV_SK_ID_PREV_NUNIQUE,EMERGENCYSTATE_MODE_nan,REFUSED_AMT_GOODS_PRICE_MAX,ORGANIZATION_TYPE_Industry_type_5,CC_AMT_PAYMENT_TOTAL_CURRENT_SUM,CC_CNT_DRAWINGS_POS_CURRENT_SUM,APPROVED_AMT_GOODS_PRICE_MAX,PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,APPROVED_AMT_ANNUITY_MAX,BURO_CREDIT_ACTIVE_Active_MEAN,PREV_NAME_PRODUCT_TYPE_walk_in_MEAN,BURO_AMT_CREDIT_SUM_MAX,CC_CNT_DRAWINGS_ATM_CURRENT_SUM,ACTIVE_DAYS_CREDIT_VAR,ACTIVE_MONTHS_BALANCE_MAX_MAX,NAME_EDUCATION_TYPE_Higher_education,CC_CNT_DRAWINGS_POS_CURRENT_VAR,PREV_APP_CREDIT_PERC_MIN,REGION_RATING_CLIENT_W_CITY,NAME_HOUSING_TYPE_House_apartment,CLOSED_AMT_CREDIT_SUM_DEBT_SUM,APPROVED_DAYS_DECISION_MEAN,ANNUITY_INCOME_PERC,ORGANIZATION_TYPE_Services,FLAG_DOCUMENT_8,WALLSMATERIAL_MODE_Panel,ORGANIZATION_TYPE_Cleaning,ORGANIZATION_TYPE_Military,LIVINGAPARTMENTS_AVG,APARTMENTS_AVG,ELEVATORS_AVG,ORGANIZATION_TYPE_School,INSTAL_DPD_MEAN,FLOORSMIN_AVG,INSTAL_DBD_SUM,DAYS_BIRTH,INSTAL_DPD_MAX,ACTIVE_AMT_CREDIT_SUM_DEBT_MAX,OCCUPATION_TYPE_High_skill_tech_staff,CC_AMT_DRAWINGS_ATM_CURRENT_VAR,ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,CC_CNT_DRAWINGS_ATM_CURRENT_MIN,PREV_NAME_TYPE_SUITE_Spouse_partner_MEAN,CC_AMT_DRAWINGS_OTHER_CURRENT_MEAN,POS_SK_DPD_DEF_MEAN,ACTIVE_DAYS_CREDIT_ENDDATE_MIN,PREV_AMT_DOWN_PAYMENT_MAX,BURO_AMT_CREDIT_SUM_SUM,PREV_NAME_TYPE_SUITE_Group_of_people_MEAN,PREV_APP_CREDIT_PERC_MEAN,INSTAL_AMT_PAYMENT_MEAN,ACTIVE_DAYS_CREDIT_UPDATE_MEAN,INSTAL_DAYS_ENTRY_PAYMENT_MAX,PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,CC_CNT_DRAWINGS_POS_CURRENT_MIN,ACTIVE_AMT_CREDIT_SUM_MEAN,OCCUPATION_TYPE_Private_service_staff,CC_CNT_DRAWINGS_OTHER_CURRENT_MEAN,BURO_AMT_CREDIT_SUM_MEAN,CC_AMT_DRAWINGS_OTHER_CURRENT_MIN,CC_AMT_DRAWINGS_OTHER_CURRENT_SUM,INSTAL_AMT_PAYMENT_SUM,PREV_NAME_PRODUCT_TYPE_nan_MEAN,CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,OCCUPATION_TYPE_HR_staff,BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,PREV_CODE_REJECT_REASON_LIMIT_MEAN,CC_AMT_DRAWINGS_POS_CURRENT_MIN,BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,FLOORSMAX_MODE,ELEVATORS_MEDI,CODE_GENDER,INSTAL_DBD_MEAN,ORGANIZATION_TYPE_Advertising,EXT_SOURCE_3,FLAG_DOCUMENT_20,OCCUPATION_TYPE_Managers,FLAG_OWN_REALTY,EMERGENCYSTATE_MODE_Yes,POS_COUNT,LIVINGAREA_MODE,YEARS_BUILD_MEDI,AMT_CREDIT,INCOME_PER_PERSON,EMERGENCYSTATE_MODE_No,ORGANIZATION_TYPE_Police,FLAG_WORK_PHONE,LANDAREA_MEDI,COMMONAREA_AVG,ORGANIZATION_TYPE_University,ORGANIZATION_TYPE_Medicine,ORGANIZATION_TYPE_Telecom,NONLIVINGAPARTMENTS_AVG,WALLSMATERIAL_MODE_Block,ORGANIZATION_TYPE_Housing,FLAG_CONT_MOBILE,FLAG_EMAIL,WALLSMATERIAL_MODE_Monolithic,REGION_POPULATION_RELATIVE,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLOORSMAX_MEDI,ORGANIZATION_TYPE_Electricity,REGION_RATING_CLIENT,YEARS_BUILD_MODE,DAYS_ID_PUBLISH,TOTALAREA_MODE,WALLSMATERIAL_MODE_Mixed,EXT_SOURCE_1,FLAG_DOCUMENT_16,YEARS_BEGINEXPLUATATION_MODE,INSTAL_COUNT,ORGANIZATION_TYPE_Realtor,FLAG_DOCUMENT_6,COMMONAREA_MODE,FLAG_DOCUMENT_3,FLOORSMAX_AVG,OCCUPATION_TYPE_Laborers,APARTMENTS_MODE,ORGANIZATION_TYPE_Security,AMT_INCOME_TOTAL,ENTRANCES_AVG,PAYMENT_RATE,FLAG_DOCUMENT_17,FLAG_OWN_CAR,FLOORSMIN_MODE,FLOORSMIN_MEDI,FLAG_DOCUMENT_19,ORGANIZATION_TYPE_Mobile,INSTAL_DBD_MAX,LANDAREA_MODE,DAYS_EMPLOYED_PERC,INCOME_CREDIT_PERC,LIVINGAREA_AVG,ORGANIZATION_TYPE_Postal,BASEMENTAREA_AVG,ORGANIZATION_TYPE_Insurance,OCCUPATION_TYPE_Accountants,BURO_CREDIT_TYPE_Microloan_MEAN,NONLIVINGAREA_MEDI,INSTAL_NUM_INSTALMENT_VERSION_NUNIQUE,FONDKAPREMONT_MODE_nan,INS_24M_AMT_BALANCE_MAX,ORGANIZATION_TYPE_Agriculture,CC_AMT_PAYMENT_TOTAL_CURRENT_MIN,CC_CNT_DRAWINGS_OTHER_CURRENT_SUM,PREV_NAME_TYPE_SUITE_Other_B_MEAN,CC_AMT_DRAWINGS_ATM_CURRENT_MIN,CC_NAME_CONTRACT_STATUS_Sent_proposal_MIN,NONLIVINGAREA_AVG,FLAG_DOCUMENT_11,CC_CNT_DRAWINGS_CURRENT_MIN,EXT_SOURCE_2,NONLIVINGAREA_MODE,AMT_ANNUITY,BURO_CREDIT_TYPE_Mortgage_MEAN,AMT_GOODS_PRICE,APPROVED_CNT_PAYMENT_MEAN,FLAG_DOCUMENT_7,FLAG_DOCUMENT_18,NONLIVINGAPARTMENTS_MEDI,ACTIVE_AMT_CREDIT_MAX_OVERDUE_MEAN,ORGANIZATION_TYPE_Construction,INSTAL_AMT_PAYMENT_MIN,BURO_AMT_CREDIT_SUM_DEBT_MEAN
125756,0,245833,0.0,,1.0,1.0,,,,20.0,3.0,1,43650.0,0,,,29569.5,0.6665,5224.05,0.5,0.0,339142.5,,,,0,,1.0,2,1,0.0,-1178.0,0.4326,0,0,0,0,0,,,,0,0.0,,486.0,-18580,0.0,339142.5,0,,1805.0,,0.0,,0.0,1805.0,2700.0,495157.5,0.0,1.003714333952389,4014.7173,-14.0,-98.0,0.3333,,339142.5,0,,247578.75,,,68250.195,0.0,,0,0.0,0.3333,,,,,1,28.6,0,0.5815,0,0,1,0,18.0,,,728460.0,45000.0,0,0,0,,,0,0,0,,0,0,1,0,0,0.00712,0,0,,0,2,,-2137,,0,0.733,0,,17.0,0,1,,0,,0,,0,90000.0,,0.05347,0,0,,,0,0,60.0,,,0.12354,,0,,0,0,0.0,,2.0,1,,0,,,0.0,,,,0,,0.674,,38938.5,0.0,675000.0,9.0,0,0,,,0,3091.815,169571.25
22578,0,126276,0.0,0.6375,1.0,0.0,0.0,1.0000227019909649,0.0,20.0,3.0,1,,0,273804.62,0.0,285300.0,0.3333,20142.18,0.5,0.0,405000.0,6.0,315218.0,0.0,0,0.0,0.0,2,1,0.0,-963.5,0.1589,0,0,0,0,0,,,,0,0.1087,,424.0,-22020,5.0,173389.5,0,585845700.0,952.0,0.0,0.0,0.0,0.0,725.0,9445.5,878850.0,0.0,0.6683264706821156,15429.673,-5.5,-254.0,0.6665,0.0,324000.0,0,0.0,219712.5,0.0,0.0,709764.94,0.0,0.25,0,0.0,0.0,0.0,,,,1,9.22,0,0.5317,0,0,0,0,15.0,,,125361.0,24525.0,0,0,0,,,0,0,0,,0,0,1,0,0,0.0191,0,0,,0,2,,-5175,,0,0.8555,0,,46.0,0,1,,0,,0,,0,49050.0,,0.0622,0,0,,,0,0,42.0,,,0.3914,,0,,0,0,0.0,,3.0,1,172791.9,0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.6304,,7798.5,0.0,103500.0,10.0,0,0,,,0,0.18,76573.125
245165,0,383750,0.0,,1.0,0.0,,,,20.0,1.0,1,,0,,,37349.73,0.0,7193.565,0.4285,0.0,481500.0,,210906.33,0.0,0,,1.059,2,1,0.0,-1570.0,0.3015,0,1,0,0,0,,,,0,0.0,,94.0,-11386,0.0,324562.5,0,,1005.0,,0.0,,0.0,353.0,3734.73,1332904.5,0.0,1.0586658163265308,7188.2773,-285.2,-1410.0,1.0,,204000.0,0,,190414.92,,,43129.664,0.0,,0,0.0,0.0,,0.0,,,1,15.664,0,0.6895,0,0,0,0,7.0,,,1042560.0,67500.0,0,0,0,,,0,0,0,,0,0,1,0,0,0.0358,0,0,,0,2,,-3948,,0,0.34,0,,6.0,0,0,,0,,0,,0,135000.0,,0.03903,0,1,,,0,0,21.0,,0.1508,0.1295,,0,,0,0,0.0,,1.0,1,,0,,,0.0,,,,0,,0.6353,,40702.5,0.0,900000.0,6.0,0,0,,,0,7161.84,46366.07
193649,0,324564,0.0,,0.625,9.0,,,,7.035,1.0,0,,0,,,104242.5,1.0,8547.435,0.5,0.0,270000.0,,,,1,,1.25,2,1,0.0,-115.0,0.1324,0,0,0,0,0,,0.0,0.0264,1,0.0,,44.0,-12418,0.0,182515.5,1,,72.0,,0.0,,0.0,72.0,20848.5,450000.0,0.0,1.25,14811.12,-10.0,-33.0,1.0,,180000.0,0,,225000.0,,,59244.48,0.0,,0,6.75,0.0,,,,0.0,0,11.0,0,0.2354,0,0,0,0,4.0,,,251091.0,90000.0,1,0,0,,,0,0,0,,0,0,1,0,0,0.02263,0,1,,0,2,,-2498,0.0,0,0.2656,0,0.0005,4.0,0,0,,1,,0,0.0,0,180000.0,0.0345,0.095,0,0,,,0,0,12.0,,0.02843,0.717,,0,,0,0,0.0,,3.0,1,,0,,,0.0,,,,0,,0.7646,,23850.0,0.0,238500.0,12.0,0,0,,,0,7122.24,91257.75
205088,0,337747,0.0,,0.8125,1.0,,,,20.0,2.0,0,,0,,,222696.0,0.5,15098.985,0.2222,0.0,1125000.0,,161880.5,,1,,0.8857,3,1,0.0,-1260.0,0.08655,0,0,1,0,0,0.0294,0.0361,0.0,1,0.0,0.0417,164.0,-20135,0.0,1007387.5,0,,887.0,,0.0,,0.0,625.0,4005.0,4207824.0,0.0,0.9642125478653762,23238.389,-14.5,-173.0,0.5,,1123852.5,0,,467536.0,,,371814.22,0.0,,0,0.0,0.0,,0.0,0.1667,0.0,1,10.25,0,0.606,0,0,0,0,15.0,0.0257,0.8994,254700.0,146250.0,1,0,1,0.0152,0.0,0,0,0,0.0,0,0,1,0,0,0.006306,0,0,0.1667,0,3,0.902,-3077,0.0435,0,0.854,0,0.9927,16.0,0,0,0.0,1,0.1667,0,0.0368,0,292500.0,0.069,0.0994,0,1,0.0417,0.0417,0,0,22.0,0.0153,0.603,1.148,0.0247,0,0.0332,0,0,0.0,0.1131,5.0,0,,0,,,0.0,,,0.1108,0,,0.4893,0.1173,25321.5,0.0,225000.0,13.0,0,0,0.0,0.0,0,6158.205,167897.92
272552,0,415980,11.0,,1.0,0.0,,,,20.0,16.0,0,1354500.0,0,,,900000.0,0.0625,65065.5,1.0,0.0,188995.5,,5618.0,0.0,1,,1.0,2,1,,-965.0,0.11096,0,0,0,0,0,0.0471,0.0577,0.0,0,59.0,0.2083,498.0,-11763,1579.0,132633.0,0,,226.5,,0.0,,0.1342,204.0,25643.25,242145.0,0.0,1.0601888414388414,45924.785,-16.0,-49.0,0.1875,,121072.5,0,,121072.5,,,1285894.0,0.0,,0,0.0,0.0,,2446.515,0.1667,0.0,0,17.78,0,0.04727,0,1,0,0,82.0,0.0572,0.792,1350000.0,126000.0,1,0,1,0.0403,0.0267,0,0,0,0.0,0,0,1,0,0,0.00601,0,0,0.1667,0,2,0.7974,-899,0.0432,0,0.707,0,0.9844,28.0,0,0,0.0269,1,0.1667,0,0.0588,0,630000.0,0.138,0.0518,0,1,0.2083,0.2083,0,0,48.0,0.0405,0.2874,0.4666,0.0549,0,0.054,0,0,0.0,0.0,2.0,0,,0,,,0.0,,,0.0,0,,0.622,0.0,69903.0,0.0,1350000.0,10.5,0,0,0.0,2446.515,0,218.025,90444.734
246608,0,385408,0.0,,1.0,0.0,,,,20.0,1.0,0,,0,,,101349.0,0.0,10969.425,0.4,0.0,423000.0,,92020.5,0.0,0,,1.026,2,0,0.0,-1754.0,0.184,0,0,0,0,0,,0.0072,,0,3.25,,39.0,-13115,33.0,365152.5,0,,252.0,,1.0,,0.0,46.0,10138.5,961704.0,0.0,1.026480105738116,9139.563,-89.5,-1445.0,0.0,,221856.75,0,,192340.8,,,109674.766,0.0,,0,0.0,0.0,,5200.245,0.0417,,1,3.25,0,0.5225,0,0,1,0,11.0,,,522396.0,75000.0,1,0,0,0.0166,,0,0,0,,0,0,1,0,0,0.01064,0,0,0.0417,0,2,,-4150,0.0109,0,,0,0.951,12.0,0,0,,1,0.0417,0,0.0074,0,225000.0,0.0345,0.0793,0,1,,,0,0,31.0,0.0167,0.0997,0.4307,,0,,0,0,0.0,,1.0,1,,0,,,0.0,,,,0,,0.2478,,41404.5,0.0,472500.0,10.0,0,0,,,0,2.925,78941.7
203150,0,335522,0.0,,0.9516129032258064,0.0,0.0,,0.0,20.0,8.0,1,238500.0,0,0.0,0.0,112500.0,0.0,12288.735,0.0,0.0,99603.0,0.0,,,0,,0.0,2,1,0.0,-1116.0,0.1285,0,0,0,0,0,,,,0,1.774,,280.0,-22079,11.0,,0,,,,0.0,,0.0,,0.0,99603.0,0.0,0.782309557648752,8110.691,,-185.0,0.375,,,0,,99603.0,,0.0,251431.42,0.0,,0,0.0,0.0,,,,,1,9.03,0,0.3154,0,0,0,0,24.0,,,226908.0,67500.0,0,0,0,,,0,0,0,,0,0,1,0,0,0.03134,0,0,,0,2,,-860,,0,,0,,31.0,0,1,,0,,0,,0,67500.0,,0.03827,0,0,,,0,0,35.0,,,0.2974,,0,,0,0,0.0,,4.0,1,0.0,0,0.0,0.0,0.0,,0.0,,0,0.0,0.6104,,8680.5,0.0,148500.0,8.0,0,0,,,0,0.495,
166536,0,293068,2.0,,0.9296875,42.0,,,,20.0,12.0,1,225000.0,0,,,202500.0,0.0,9194.085,0.0,0.0,157500.0,,,,0,,0.791,2,1,0.0,-1209.0,0.4624,0,0,0,0,0,,,,0,3.312,,999.0,-19963,34.0,,0,,,,0.0,,0.0357,,5193.0,329971.1,0.0,1.020877206868856,7130.5713,,-65.0,0.6665,,,0,,109990.37,,,456356.56,0.0,,0,0.0,0.0833,,0.0,,,1,15.61,0,,0,0,0,0,56.0,,,646029.0,33750.0,0,0,0,,,0,0,0,,0,0,1,0,0,0.003813,0,0,,0,2,,-3506,,0,,0,,64.0,0,0,,1,,1,,0,67500.0,,0.0483,0,0,,,0,0,94.0,,0.1719,0.1045,,0,,0,0,0.0,,7.0,1,,1,,,0.0,,,,0,,0.3936,,31207.5,0.0,522000.0,15.0,0,0,,,0,6.705,0.0
221854,0,357008,1.0,,1.0,1.0,,,,20.0,2.0,0,,0,,,49455.0,0.5,5352.975,0.0,0.0,172044.0,,,,0,,0.9663,2,1,0.0,-2136.0,0.293,0,0,0,0,0,0.0345,0.0423,0.0,0,15.74,0.125,267.0,-21938,362.0,,0,,,,0.0,,0.02856,,4945.5,531166.5,0.0,0.9962884235279916,4990.952,,-1270.0,0.5,,,0,,106233.3,,,114791.9,0.0,,0,0.0,0.0,,0.0,0.0833,0.0,0,11.61,0,0.742,0,0,1,0,35.0,0.0211,0.423,495000.0,36000.0,1,0,0,0.051,0.0037,0,0,0,0.0,0,0,1,0,0,0.0358,0,0,0.0833,0,2,0.438,-4321,0.0159,0,,0,0.9575,23.0,0,0,0.0037,1,0.0833,0,0.0431,0,72000.0,0.0345,0.04263,0,1,0.125,0.125,0,0,17.0,0.0513,,0.1455,0.0202,0,0.0,0,0,0.0,0.0,1.0,0,,0,,,0.0,,,0.0,0,,0.6914,0.0,21100.5,0.0,495000.0,11.0,0,0,0.0,,0,52.11,0.0
75560,0,187626,0.0,,1.0,0.0,,,,20.0,1.0,0,,0,,,44160.75,1.0,9722.88,0.375,0.0,1529550.0,,224297.36,0.0,1,,1.21,2,1,0.0,-1350.0,0.0949,0,0,0,0,0,0.0017,0.0021,0.0,0,0.0,0.0417,136.0,-16778,0.0,933681.75,0,,1072.0,,0.0,,0.0,583.0,8835.75,8657955.0,0.0,1.2101985448267358,9722.756,-25.0,-1267.0,0.0,,699134.25,0,,541122.2,,,38891.023,0.0,,0,0.0,0.0,,0.0,0.0,0.0,1,34.0,0,0.1736,0,0,0,0,5.0,0.0018,0.6177,654048.0,123750.0,1,0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0.03134,0,0,0.0,0,2,0.6274,-307,0.0013,1,0.555,0,0.9717,4.0,0,0,0.0,1,0.0,0,0.0021,0,247500.0,0.0345,0.03592,0,0,0.0417,0.0417,0,0,54.0,0.0,0.3064,0.3784,0.0017,0,0.0,0,0,0.0,0.0,1.0,0,,0,,,0.0,,,0.0,0,,0.4246,0.0,23490.0,0.0,540000.0,4.0,0,0,0.0,0.0,0,9722.385,187347.22
271886,1,415225,0.0,,1.0,8.0,,,,20.0,3.0,1,36810.0,0,,,103188.15,0.3333,7180.11,0.375,0.0,4207500.0,,37489.0,,0,,0.8633,2,1,0.0,-457.5,0.1658,0,0,0,0,0,,,,0,0.0,,464.0,-18186,0.0,3922213.5,1,,2116.0,,0.0,,0.0,1037.0,3681.0,4853659.5,0.0,0.9525976663941896,6920.0977,-19.33,-28.0,0.3333,,1497000.0,0,,606707.44,,,145322.06,0.0,,0,71.4375,0.3333,,0.0,,,0,22.1,0,0.1169,0,0,0,0,22.0,,,472500.0,40500.0,0,0,0,,,0,0,0,,0,0,1,0,0,0.0228,0,0,,0,2,,-1406,,0,0.3171,0,,21.0,0,0,,1,,0,,0,121500.0,,0.04263,0,1,,,0,0,28.0,,0.08685,0.257,,0,,0,0,0.0,,1.0,1,,0,,,0.0,,,,0,,0.5894,,20146.5,0.125,472500.0,14.0,0,0,,,1,5369.985,584006.1
45333,0,152511,0.0,,1.0,2.0,,,,0.0,1.0,0,,0,,,30545.1,0.0,5656.635,,0.0,,,,,0,,1.0,3,0,,-183.0,0.1333,1,0,0,0,0,,0.0268,,0,0.0,,74.0,-11509,0.0,,0,,,,0.0,,0.0,,0.0,,0.0,1.0,5656.635,,-42.0,0.0,,,0,,,,,28283.176,0.0,,0,,0.0,,,0.0417,,1,14.8,0,,0,0,0,0,6.0,0.0144,,180000.0,67500.0,1,0,0,,,0,0,0,,0,0,1,0,0,0.0182,0,0,0.0417,0,3,,-263,0.0188,0,0.357,0,0.968,5.0,0,0,,0,0.0417,1,0.0273,0,67500.0,,0.05,0,0,,,0,0,16.0,,0.1558,0.375,0.0138,0,,0,0,,,1.0,1,,0,,,0.0,,,,0,,0.562,,9000.0,,180000.0,6.0,0,0,,,0,5656.635,
244908,1,383488,0.0,0.4,1.0,2.0,277185.66,1.7741191498421036,0.0,20.0,6.0,0,1800000.0,0,171000.0,98.0,297000.0,0.0,19471.32,,0.1666,,13.0,,,0,109.3,1.0,1,1,,-337.0,0.094,0,0,0,0,0,0.0067,0.0082,0.0,0,0.0,0.0833,429.0,-14053,0.0,,1,1866584200.0,,1.0,0.0,0.0,0.0,,0.0,,0.0,1.0,18559.273,,-39.0,0.1666,6.0,,0,0.0,,0.0,0.0,482541.12,0.0,2.6,0,,0.0,9176.4,,0.0417,0.0,0,16.5,0,,0,0,0,0,17.0,0.0121,0.577,706221.0,292500.0,1,0,0,0.0,0.002,0,0,0,0.0,0,0,1,0,0,0.04623,0,0,0.0417,0,1,0.5884,-4317,0.0091,0,,0,0.9688,26.0,0,0,0.002,1,0.0417,0,0.0084,0,292500.0,0.069,0.03894,0,0,0.0833,0.0833,0,0,43.0,0.0,0.03607,0.414,0.0116,0,0.0029,0,0,,0.0,2.0,0,277185.66,0,0.0,0.0,0.0,3150.0,0.0,0.0,0,9.0,0.7036,0.0,27495.0,,589500.0,9.0,0,0,0.0,,0,10799.415,
257115,0,397544,,,,,,,,7.035,,0,,0,,,,,,1.0,,0.0,,,,1,,,2,1,,,0.1217,0,0,1,0,0,,0.1649,0.16,0,,,,-8825,,0.0,0,,-820.0,,,,,-820.0,,0.0,,,,-619.0,,,,0.0,0,,0.0,,,,,,0,0.0,,,0.0,0.375,0.16,1,,0,,0,0,0,0,,0.1768,,593010.0,67500.0,1,0,0,0.1178,,0,0,0,,0,0,1,0,0,0.00963,0,0,0.375,0,2,,-1107,0.1335,0,0.3435,1,0.9907,,0,0,,1,0.375,0,0.1681,0,135000.0,0.138,0.02771,0,0,,,0,0,,0.1184,0.04803,0.2277,0.1697,0,,1,0,0.0,0.0,,1,,0,,,,,,0.0,0,,0.4172,0.0,16434.0,0.0,495000.0,,0,0,,0.0,0,,0.0
23705,0,127584,0.0,,1.0,0.0,0.0,,0.0,20.0,2.0,1,,0,0.0,0.0,31455.0,0.5,2395.215,0.5,0.0,324000.0,0.0,930248.0,,0,,0.0,2,1,0.0,-2412.0,0.181,0,0,0,0,0,,,,0,0.2,,24.0,-15597,2.0,267255.0,0,,386.5,,0.0,,0.0,64.0,13500.0,563355.0,0.0,0.8759398496240601,2394.1216,-23.5,-2224.0,0.0,,169852.5,0,,140838.75,,0.0,23941.215,0.0,,0,0.0,0.0,,0.0,,,1,2.4,0,0.653,0,0,0,0,11.0,,,101880.0,33750.0,0,0,0,,,0,1,0,,0,0,1,0,0,0.00848,0,0,,0,2,,-4160,,0,0.762,0,,10.0,0,0,,1,,0,,0,67500.0,,0.11993,0,0,,,0,0,4.0,,0.5693,0.6626,,0,,0,0,0.0,,1.0,1,0.0,0,0.0,0.0,0.0,,0.0,,0,0.0,0.551,,12217.5,0.0,90000.0,5.0,0,0,,0.0,0,2384.28,91855.5
113708,1,231876,7.0,0.2,1.0,0.0,46353.24,1.010305112143867,0.0,20.0,23.0,0,225000.0,0,69418.76,40.0,92412.0,0.087,9302.94,0.4119,0.1305,473683.5,4.0,250667.9,,0,43.56,0.666,3,1,0.0,-1273.0,0.10266,0,0,1,0,0,0.1202,0.1475,0.16,0,0.51,0.0417,1648.0,-11499,13.0,275445.0,0,10809000.0,5640.0,0.0,0.0435,0.0,0.0833,74.0,6750.0,1576732.5,0.0,0.8894159005701636,5813.311,-101.7,-18.0,0.2174,0.0,174229.08,0,0.0,92748.97,0.0,0.0,592957.7,0.0,0.4,0,0.0,0.0,0.0,,0.3333,0.16,1,16.16,0,0.1351,0,0,0,0,84.0,0.1545,0.792,206280.0,24750.0,1,0,1,0.086,0.1268,0,1,0,0.0,0,0,1,0,0,0.0182,0,0,0.3333,0,3,0.7974,-3567,0.186,0,0.312,0,0.9844,102.0,0,0,0.128,1,0.3333,0,0.1501,0,99000.0,0.138,0.04926,0,0,0.0417,0.0417,0,0,96.0,0.0864,0.2336,0.48,0.1483,0,0.0847,0,0,0.0,0.0,3.0,0,47606.625,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.401,0.0,10161.0,0.0,135000.0,12.18,0,0,0.0,,0,2.025,44011.324
92334,0,207222,0.0,,1.0,1.0,,,,20.0,1.0,0,,0,,,62955.0,0.0,11481.975,0.1666,0.0,1088469.0,,,,0,,1.059,2,1,0.0,-1720.0,0.1292,0,0,0,0,0,0.0134,0.0165,0.0,0,1.4,0.0833,125.0,-20099,5.0,125770.5,0,,181.0,,0.0,,0.0,181.0,6295.5,2563929.0,0.0,1.0587255940668987,6888.978,-8.0,-1534.0,0.0,,372960.0,0,,427321.5,,,68889.78,0.0,,0,0.0,0.0,,3946.185,0.0417,0.0,0,12.5,0,0.6025,0,0,1,0,6.0,0.015,0.725,283419.0,33750.0,1,0,0,,0.0019,0,0,0,0.0,0,0,1,0,0,0.03134,0,0,0.0417,0,2,0.732,-3270,0.0113,0,,0,0.9795,10.0,0,1,0.0019,0,0.0417,0,0.0168,0,67500.0,0.069,0.03078,0,0,0.0833,0.0833,0,0,34.0,,,0.2382,0.0144,0,0.0,0,0,0.0,0.0,1.0,1,,0,,,0.0,,,0.0,0,,0.7246,0.0,8721.0,0.0,234000.0,6.0,0,0,0.0,,0,2.025,25154.1
37659,0,143628,0.0,,1.0,0.0,,,,20.0,3.0,1,,0,,,44928.0,0.6665,8651.565,0.375,0.0,774000.0,,33024.0,,0,,1.058,2,1,0.0,-1761.0,0.1548,0,0,0,0,0,,,,0,0.4375,,313.0,-12985,7.0,579361.5,0,,880.0,,0.0,,0.0,684.0,4500.0,1981358.2,0.0,1.078322260918123,7296.05,-24.67,-695.0,0.0,,573000.0,0,,247669.78,,,116736.8,0.0,,0,0.0,0.0,,2736.6526,,,0,19.56,0,0.0862,0,0,1,0,20.0,,,540000.0,56250.0,0,0,0,,,0,0,0,,0,0,1,0,0,0.03076,0,0,,0,2,,-3667,,0,,0,,16.0,0,0,,1,,0,,0,112500.0,,0.03226,0,0,,,0,0,43.0,,0.10443,0.2084,,0,,0,0,0.0,,2.0,1,,0,,,0.0,,,,0,,0.5874,,17419.5,0.0,540000.0,6.0,0,0,,4898.565,1,4967.325,222987.75
190920,0,321380,0.0,,1.0,3.0,,,,20.0,2.0,0,,0,,,105036.75,1.0,22388.176,,0.0,,,,,1,,1.0,2,1,,-662.0,0.12085,0,0,0,0,0,,0.1103,0.08,0,0.0,,252.0,-12496,0.0,,0,,,,0.0,,0.0,,21012.75,,0.0,1.1250401670951158,13818.719,,-47.0,0.0,,,0,,,,,193462.06,0.0,,0,,0.0,,,0.7085,0.08,1,18.0,0,,0,0,1,0,17.0,0.0725,,180000.0,39375.0,1,0,0,,,0,1,0,,0,0,1,0,1,0.0264,0,0,0.7085,0,2,,-4330,0.1783,0,,0,0.9976,14.0,0,0,,1,0.7085,0,0.1124,0,157500.0,0.0345,0.1057,0,1,,,0,0,29.0,,0.0825,0.875,0.0696,0,,0,0,,,1.0,1,,0,,,0.0,,,,0,,0.73,,19030.5,,180000.0,8.0,0,0,,,0,10392.66,
